almaMmsId	zdbId
990213765190206441; 99370691627706441	2870470-8
990213769280206441; 99370694577006441	2870505-1
990213769320206441; 99370694578606441	2870507-5
99370694579006441; 990213769350206441	2870509-9
99370691627606441; 990213776450206441	2870542-7
990213776900206441; 99370693923406441	2870544-0
990213776920206441; 99370693184806441	2870547-6
990213776930206441; 99370691627506441	2870548-8
99370691419106441; 990213776990206441	2870553-1
99370695481206441; 990213777040206441	2870556-7
99370682724506441; 990213777050206441	2870557-9
990213777060206441; 99370691627406441	2870558-0
990213777090206441; 99370691628106441	2870561-0
99370699808706441; 990213783110206441	2870599-3
99370675688706441; 990213783130206441	2870602-X
99370703973906441; 990213783260206441	2870615-8
990213783310206441; 99370683969306441	2870620-1
990213783470206441; 99370691628006441	2870637-7
990213783570206441; 99370691627906441	2870646-8
990213783730206441; 99370699796706441	2870662-6
99370694583306441; 990213783880206441	2870676-6
990213783910206441; 99370694584206441	2870681-X
99370695320506441; 990213783950206441	2870684-5
990213783970206441; 99370691627806441	2870688-2
990213783990206441; 99370691628406441	2870689-4
990213784000206441; 99370691628306441	2870690-0
990213784020206441; 99370691628206441	2870692-4
990213791850206441; 99370690790906441	2870700-X
99370695720706441; 990213791880206441	2870703-5
99370686849806441; 990213791910206441	2870706-0
99370861130406441; 990213792270206441	2870722-9
990213792340206441; 99370681914006441	2870727-8
990213798280206441; 99370777915406441	2870755-2
990213798690206441; 99370681909706441	2870797-7
990213798750206441; 99370691628806441	2870800-3
99370699588706441; 990213798840206441	2870811-8
990213798900206441; 99370691628706441	2870817-9
990213798910206441; 99370698647006441	2870824-6
99370686241806441; 990213798960206441	2870826-X
990213798990206441; 99370691628606441	2870833-7
99370691628506441; 990213799190206441	2870848-9
99370687421606441; 990213799280206441	2870857-X
990213808580206441; 99370687647406441	2870873-8
99370887205906441; 990213808640206441	2870880-5
990213808680206441; 99370691629206441	2870882-9
990213808670206441; 99370691629106441	2870883-0
99370683607406441; 990213813250206441	2870902-0
990213813960206441; 99370691629006441	2870979-2
99370691628906441; 990213814010206441	2870985-8
990213821720206441; 99370697148006441; 99370886113706441	2871014-9
99370700281306441; 990213822190206441	2871024-1
99370689964706441; 990213822200206441	2871026-5
99370700995406441; 990213822180206441	2871030-7
990213822290206441; 99370688975506441	2871033-2
990213822240206441; 99370689964806441	2871040-X
990213822310206441; 99370691473006441	2871041-1
990213826860206441; 99370687712506441	2871070-8
990213826780206441; 99370691629606441	2871074-5
99370699793106441; 990213827000206441	2871080-0
990213827080206441; 99370691629506441	2871087-3
990213827110206441; 99370684123806441	2871088-5
990213834140206441; 99370684905406441	2871168-3
990213834480206441; 99370690619506441	2871180-4
990213837590206441; 99370687420406441	2871193-2
99370691584406441; 990213837460206441	2871196-8
990213837580206441; 99370691629406441	2871208-0
990213837710206441; 99370691870306441	2871218-3
990213837880206441; 99370691866806441	2871239-0
99370683288706441; 990213838080206441	2871259-6
990213838090206441; 99370691629306441	2871260-2
990213875840206441; 99370691630006441	2871413-1
99370676280806441; 990213876150206441	2871429-5
99370691629906441; 990213876560206441	2871462-3
990213876630206441; 99370681917506441	2871467-2
99370691629806441; 990213876500206441	2871483-0
99370691629706441; 990213876810206441	2871492-1
99370690697206441; 990213877080206441	2871520-2
99370696827206441; 990213877480206441	2871551-2
99370697238706441; 990213878220206441	2871594-9
99370671306506441; 990213888670206441	2871711-9
990213888820206441; 99370691630406441	2871726-0
990213888830206441; 99370689803706441	2871727-2
990213889250206441; 99370697480506441	2871734-X
99370691338006441; 990213889360206441	2871744-2
99370696801206441; 990213889380206441	2871749-1
99370693464806441; 990213889940206441	2871771-5
990213889970206441; 99370691630306441	2871774-0
990213894390206441; 99370692439406441	2871782-X
99370861131706441; 990213894310206441	2871798-3
990213894240206441; 99370695328006441	2871801-X
990213894280206441; 99370689035406441	2871812-4
99370696706606441; 990213894410206441	2871816-1
99370694700006441; 990213894270206441	2871818-5
990213894300206441; 99370685817906441	2871819-7
99370678806406441; 990213895000206441	2871878-1
99370682095506441; 990213895240206441	2871901-3
99370685778806441; 990213902100206441	2871933-5
99370688505506441; 990213902120206441	2871935-9
99370684120506441; 990213902170206441	2871936-0
990213902190206441; 99370691630206441	2871944-X
99370685951306441; 990213902220206441	2871945-1
990213902240206441; 99370693185406441	2871946-3
990213902260206441; 99370697781606441	2871947-5
990213902230206441; 99370699707406441	2871948-7
990213902270206441; 99370684120306441	2871950-5
99370693791606441; 990213902300206441	2871951-7
99370674465406441; 990213902290206441	2871952-9
99370685844006441; 990213906500206441	2871995-5
99370696808206441; 990213906590206441	2872015-5
99370678523306441; 990213906600206441	2872020-9
99370673412906441; 990213907070206441	2872046-5
99370682311306441; 990213907460206441	2872089-1
99370691630106441; 990213907520206441	2872092-1
990213915160206441; 99370691630806441	2872099-4
990213915170206441; 99370691630706441	2872100-7
990213915220206441; 99370691630606441	2872103-2
99371676389106441; 990213915250206441	2872109-3
99370691631206441; 990213915280206441	2872112-3
99371788011806441; 990213915300206441	2872113-5
99370675516706441; 990213915780206441	2872129-9
99370692558506441; 990213915770206441	2872132-9
99370707183606441; 990213921920206441	2872145-7
990213921860206441; 99370690398706441	2872168-8
99370696894706441; 990213922150206441	2872183-4
99370696187506441; 990213922410206441	2872204-8
99370673019406441; 990213922450206441	2872210-3
99370670376406441; 990213922440206441	2872213-9
990213922760206441; 99370691631006441	2872247-4
99370670316106441; 990213922780206441	2872251-6
99370679010106441; 990213922830206441	2872255-3
99370683607606441; 990213930110206441	2872272-3
99370700369706441; 990213930150206441	2872276-0
99370861247006441; 990213930680206441	2872307-7
990213936820206441; 99370691630906441	2872308-9
99370887588906441; 990213936780206441	2872312-0
99370696806806441; 990213936790206441	2872320-X
99370692075606441; 990213937120206441	2872350-8
99370676397306441; 990213937220206441	2872360-0
99370674130206441; 990213937250206441	2872367-3
990213945920206441; 99370700060406441	2872399-5
990213945960206441; 99370687353006441	2872402-1
990213945980206441; 99370691631506441	2872403-3
990213945970206441; 99370699834306441	2872404-5
990213945990206441; 99370700059306441	2872405-7
99370688297206441; 990213946060206441	2872409-4
99370688564506441; 990213946050206441	2872411-2
99370698248006441; 990213946220206441	2872428-8
99370696966506441; 990213946270206441	2872433-1
99370697235906441; 990213946310206441	2872437-9
99370679400406441; 990213951260206441	2872439-2
990213951230206441; 99370697506606441	2872441-0
99370687360906441; 990213951150206441	2872445-8
990213951170206441; 99370688309106441	2872448-3
99370699531306441; 990213951160206441	2872453-7
990213951190206441; 99370691631406441	2872466-5
990213951180206441; 99370685117306441	2872474-4
990213951490206441; 99370691631306441	2872489-6
99370671374906441; 990213952190206441	2872562-1
99370683831606441; 990213959870206441	2872582-7
990213960140206441; 99370691631906441	2872584-0
990213960210206441; 99370691631806441	2872593-1
99370683104506441; 990213960280206441	2872605-4
990213960790206441; 99370698907606441	2872614-5
99370691632306441; 990213960810206441	2872619-4
99370693298406441; 990213960870206441	2872623-6
99370700381206441; 990213966630206441	2872629-7
990213966720206441; 99370691632206441	2872634-0
990213966680206441; 99370685490506441	2872637-6
990213966730206441; 99370691632106441	2872643-1
99370672784306441; 990213966810206441	2872648-0
990213966930206441; 99370689199106441	2872663-7
99370683603506441; 990213966890206441	2872665-0
99370691632006441; 990213966990206441	2872668-6
99370683965806441; 990213967360206441	2872710-1
990213967430206441; 99370691632706441	2872718-6
990213974530206441; 99370684121806441	2872729-0
99370689993106441; 990213977670206441	2872739-3
990213977680206441; 99370693602506441	2872741-1
99370691286806441; 990213977650206441	2872744-7
99370695445906441; 990213977760206441	2872750-2
99370699342506441; 990213977730206441	2872751-4
99370696895306441; 990213977920206441	2872768-X
99370695073106441; 990213977950206441	2872772-1
99370670611906441; 990213978130206441	2872775-7
99370687274306441; 990213978070206441	2872776-9
99370673317106441; 990213978160206441	2872780-0
990213978050206441; 99370696535006441	2872785-X
990213978400206441; 99370691632606441	2872815-4
99370691632506441; 990213978620206441	2872838-5
99370700288106441; 990213978630206441	2872839-7
990213978670206441; 99370691632406441	2872842-7
990213978730206441; 99370691633106441	2872847-6
99370693615806441; 990213978770206441	2872852-X
99370672281306441; 990213978780206441	2872855-5
99370686241306441; 990213978830206441	2872860-9
99370681914206441; 990213990050206441	2872900-6
99370681913106441; 990213990020206441	2872905-5
99370691633006441; 990213989980206441	2872910-9
990213990060206441; 99370691584106441	2872912-2
99370691632906441; 990213990130206441	2872915-8
99370677364006441; 990213990330206441	2872937-7
990213990430206441; 99370682211306441	2872943-2
990213990520206441; 99370682210406441	2872955-9
99370687694206441; 990213990590206441	2872962-6
990213991440206441; 99370691632806441	2873004-5
99370673411206441; 990214016870206441	2873112-8
99370673407506441; 990214017360206441	2873156-6
990214017440206441; 99370690213406441	2873164-5
99370679362906441; 990214017510206441	2873169-4
99370677319906441; 990214017600206441	2873179-7
99370693602006441; 990214017620206441	2873185-2
99370677413106441; 990214027500206441	2873215-7
99370694254106441; 990214027770206441	2873226-1
990214034040206441; 99370690559706441	2873237-6
99370674465706441; 990214034300206441	2873269-8
990214034360206441; 99370691626506441	2873275-3
99370676742006441; 990214034600206441	2873302-2
99370698046006441; 990214034820206441	2873325-3
990214034840206441; 99370691626406441	2873327-7
990214034850206441; 99370691626306441	2873328-9
99370691626206441; 990214043830206441	2873353-8
990214047670206441; 99370691626906441	2873410-5
99370677734406441; 990214047680206441	2873413-0
990214047700206441; 99370691626806441	2873415-4
990214047760206441; 99370776351406441	2873423-3
99370682725006441; 990214047950206441	2873437-3
99370673465906441; 990214047960206441	2873440-3
990214058300206441; 99370683660906441	2873469-5
990214058330206441; 99370686984006441	2873473-7
99370688650306441; 990214058320206441	2873475-0
99370693900306441; 990214058370206441	2873476-2
990214058360206441; 99370699094906441	2873477-4
99370683025506441; 990214058400206441	2873478-6
99370684919806441; 990214058380206441	2873482-8
99370699808006441; 990214058470206441	2873483-X
990214061440206441; 99370688526406441	2873491-9
99370699852106441; 990214063860206441	2873508-0
99370686397206441; 990214063820206441	2873511-0
99370699797206441; 990214063870206441	2873516-X
99370691626706441; 990214063880206441	2873520-1
99370691626606441; 990214064290206441	2873564-X
990214064420206441; 99370697653006441	2873578-X
99370673317206441; 990214064620206441	2873595-X
99370679401406441; 990214064670206441	2873600-X
99370670855306441; 990214064930206441	2873629-1
990214079600206441; 99370683268406441	2873644-8
99370683610706441; 990214079640206441	2873649-7
99370683291106441; 990214079700206441	2873652-7
990214080010206441; 99370696963006441	2873673-4
990214088110206441; 99370688947706441	2873692-8
990214088090206441; 99370683039406441	2873696-5
990214088050206441; 99370699705006441	2873699-0
99370670855406441; 990214088240206441	2873702-7
99370688947606441; 990214088370206441	2873715-5
99370679401206441; 990214088470206441	2873720-9
99370679400706441; 990214089530206441	2873764-7
990214089600206441; 99370684759006441	2873774-X
99370688947506441; 990214090100206441	2873777-5
990214094930206441; 99370688948106441	2873803-2
990214095050206441; 99370693516006441	2873810-X
990214095430206441; 99370693040106441	2873843-3
99370683107806441; 990214095400206441	2873852-4
99370684593906441; 990214095620206441	2873863-9
99370685490706441; 990214095540206441	2873866-4
990214095510206441; 99370688948006441	2873878-0
990214095800206441; 99370688947906441	2873887-1
99370673316506441; 990214096560206441	2873965-6
990214096640206441; 99370688947806441	2873971-1
990214106200206441; 99370688948406441	2874005-1
990214106610206441; 99370688948306441	2874020-8
990214113520206441; 99370683839106441	2874108-0
99370778097106441; 990214113640206441	2874123-7
